city,time,latitude,longitude,timezone,temperature_c,humidity_pct,feels_like_c,precip_probability_pct,precipitation_mm,rain,weather_code,cloud_cover,wind_speed_kmh,date,hour,day_of_week,is_raining,temperature_difference,is_hot,weather_description
Davao City,2026-09-24 23:00:00,7.0650263,125.574326,Asia/Manila,25.4,91,30.9,57,0.0,0.0,3,99,4.0,2026-09-24,23,Thursday,False,-5.5,False,Overcast
Davao City,2026-09-25 00:00:00,7.0650263,125.574326,Asia/Manila,25.1,92,30.4,55,0.0,0.0,3,99,4.1,2026-09-25,0,Friday,False,-5.299999999999997,False,Overcast
Davao City,2026-09-25 01:00:00,7.0650263,125.574326,Asia/Manila,24.8,93,30.1,59,0.0,0.0,3,100,4.3,2026-09-25,1,Friday,False,-5.300000000000001,False,Overcast
Davao City,2026-09-25 02:00:00,7.0650263,125.574326,Asia/Manila,24.6,93,29.8,63,0.0,0.0,3,100,4.1,2026-09-25,2,Friday,False,-5.199999999999999,False,Overcast
Davao City,2026-09-25 03:00:00,7.0650263,125.574326,Asia/Manila,24.6,92,29.7,67,0.0,0.0,3,100,3.2,2026-09-25,3,Friday,False,-5.099999999999998,False,Overcast
Davao City,2026-09-25 04:00:00,7.0650263,125.574326,Asia/Manila,24.7,89,29.7,72,0.0,0.0,3,99,2.3,2026-09-25,4,Friday,False,-5.0,False,Overcast
Davao City,2026-09-25 05:00:00,7.0650263,125.574326,Asia/Manila,24.8,87,29.8,76,0.0,0.0,3,99,1.7,2026-09-25,5,Friday,False,-5.0,False,Overcast
Davao City,2026-09-25 06:00:00,7.0650263,125.574326,Asia/Manila,25.0,86,29.8,79,0.1,0.1,51,99,2.6,2026-09-25,6,Friday,True,-4.800000000000001,False,Light drizzle
Davao City,2026-09-25 07:00:00,7.0650263,125.574326,Asia/Manila,25.1,86,29.8,82,0.1,0.1,51,100,4.1,2026-09-25,7,Friday,True,-4.699999999999999,False,Light drizzle
Davao City,2026-09-25 08:00:00,7.0650263,125.574326,Asia/Manila,25.5,84,30.1,84,0.1,0.1,51,99,4.4,2026-09-25,8,Friday,True,-4.600000000000001,False,Light drizzle
Davao City,2026-09-25 09:00:00,7.0650263,125.574326,Asia/Manila,26.2,82,31.0,84,0.1,0.1,51,94,4.0,2026-09-25,9,Friday,True,-4.800000000000001,False,Light drizzle
Davao City,2026-09-25 10:00:00,7.0650263,125.574326,Asia/Manila,27.0,79,31.5,84,0.1,0.1,51,88,7.7,2026-09-25,10,Friday,True,-4.5,False,Light drizzle
Davao City,2026-09-25 11:00:00,7.0650263,125.574326,Asia/Manila,27.6,77,31.7,84,0.1,0.1,51,85,11.0,2026-09-25,11,Friday,True,-4.099999999999998,False,Light drizzle
Davao City,2026-09-25 12:00:00,7.0650263,125.574326,Asia/Manila,27.9,77,32.6,87,0.1,0.1,51,88,11.4,2026-09-25,12,Friday,True,-4.700000000000003,False,Light drizzle
Davao City,2026-09-25 13:00:00,7.0650263,125.574326,Asia/Manila,27.9,78,32.7,91,0.1,0.1,51,94,10.1,2026-09-25,13,Friday,True,-4.800000000000004,False,Light drizzle
Davao City,2026-09-25 14:00:00,7.0650263,125.574326,Asia/Manila,27.7,80,32.6,94,0.1,0.1,51,99,8.7,2026-09-25,14,Friday,True,-4.900000000000002,False,Light drizzle
Davao City,2026-09-25 15:00:00,7.0650263,125.574326,Asia/Manila,27.2,84,32.4,96,0.5,0.4,53,100,7.7,2026-09-25,15,Friday,True,-5.199999999999999,False,Moderate drizzle
Davao City,2026-09-25 16:00:00,7.0650263,125.574326,Asia/Manila,26.6,89,32.1,98,0.5,0.4,53,99,6.5,2026-09-25,16,Friday,True,-5.5,False,Moderate drizzle
Davao City,2026-09-25 17:00:00,7.0650263,125.574326,Asia/Manila,26.0,93,31.8,98,0.5,0.4,53,99,5.2,2026-09-25,17,Friday,True,-5.800000000000001,False,Moderate drizzle
Davao City,2026-09-25 18:00:00,7.0650263,125.574326,Asia/Manila,25.6,95,31.6,95,0.1,0.1,51,100,3.8,2026-09-25,18,Friday,True,-6.0,False,Light drizzle
Davao City,2026-09-25 19:00:00,7.0650263,125.574326,Asia/Manila,25.3,95,31.1,90,0.1,0.1,51,100,5.0,2026-09-25,19,Friday,True,-5.800000000000001,False,Light drizzle
Davao City,2026-09-25 20:00:00,7.0650263,125.574326,Asia/Manila,25.2,95,30.6,84,0.1,0.1,51,100,6.5,2026-09-25,20,Friday,True,-5.400000000000002,False,Light drizzle
Davao City,2026-09-25 21:00:00,7.0650263,125.574326,Asia/Manila,25.3,93,30.7,78,0.0,0.0,3,90,5.6,2026-09-25,21,Friday,False,-5.399999999999999,False,Overcast
Davao City,2026-09-25 22:00:00,7.0650263,125.574326,Asia/Manila,25.5,91,31.1,71,0.0,0.0,2,78,3.4,2026-09-25,22,Friday,False,-5.600000000000001,False,Partly cloudy
Davao City,2026-09-25 23:00:00,7.0650263,125.574326,Asia/Manila,25.7,89,31.3,65,0.0,0.0,2,71,2.0,2026-09-25,23,Friday,False,-5.600000000000001,False,Partly cloudy
Davao City,2026-09-26 00:00:00,7.0650263,125.574326,Asia/Manila,25.6,88,31.2,59,0.0,0.0,2,77,1.3,2026-09-26,0,Saturday,False,-5.599999999999998,False,Partly cloudy
Davao City,2026-09-26 01:00:00,7.0650263,125.574326,Asia/Manila,25.4,88,30.9,55,0.0,0.0,3,89,1.0,2026-09-26,1,Saturday,False,-5.5,False,Overcast
Davao City,2026-09-26 02:00:00,7.0650263,125.574326,Asia/Manila,25.1,88,30.5,51,0.0,0.0,3,98,1.2,2026-09-26,2,Saturday,False,-5.399999999999999,False,Overcast
Davao City,2026-09-26 03:00:00,7.0650263,125.574326,Asia/Manila,24.9,88,30.0,50,0.0,0.0,3,100,2.0,2026-09-26,3,Saturday,False,-5.100000000000001,False,Overcast
Davao City,2026-09-26 04:00:00,7.0650263,125.574326,Asia/Manila,24.6,88,29.4,50,0.0,0.0,3,99,3.3,2026-09-26,4,Saturday,False,-4.799999999999997,False,Overcast
Davao City,2026-09-26 05:00:00,7.0650263,125.574326,Asia/Manila,24.5,89,29.2,50,0.0,0.0,3,98,4.2,2026-09-26,5,Saturday,False,-4.699999999999999,False,Overcast
Davao City,2026-09-26 06:00:00,7.0650263,125.574326,Asia/Manila,25.3,91,30.6,49,0.4,0.3,51,94,4.9,2026-09-26,6,Saturday,True,-5.300000000000001,False,Light drizzle
Davao City,2026-09-26 07:00:00,7.0650263,125.574326,Asia/Manila,25.4,92,30.7,48,0.4,0.3,51,93,6.0,2026-09-26,7,Saturday,True,-5.300000000000001,False,Light drizzle
Davao City,2026-09-26 08:00:00,7.0650263,125.574326,Asia/Manila,25.6,92,30.9,49,0.4,0.3,51,93,6.7,2026-09-26,8,Saturday,True,-5.299999999999997,False,Light drizzle
Davao City,2026-09-26 09:00:00,7.0650263,125.574326,Asia/Manila,26.0,90,31.3,53,0.2,0.1,51,93,7.2,2026-09-26,9,Saturday,True,-5.300000000000001,False,Light drizzle
Davao City,2026-09-26 10:00:00,7.0650263,125.574326,Asia/Manila,26.6,87,32.0,58,0.2,0.1,51,93,8.0,2026-09-26,10,Saturday,True,-5.399999999999999,False,Light drizzle
Davao City,2026-09-26 11:00:00,7.0650263,125.574326,Asia/Manila,27.3,84,32.9,63,0.2,0.1,51,93,9.3,2026-09-26,11,Saturday,True,-5.599999999999998,False,Light drizzle
Davao City,2026-09-26 12:00:00,7.0650263,125.574326,Asia/Manila,27.9,82,33.5,68,0.2,0.1,51,94,10.6,2026-09-26,12,Saturday,True,-5.600000000000001,False,Light drizzle
Davao City,2026-09-26 13:00:00,7.0650263,125.574326,Asia/Manila,28.3,79,33.6,74,0.2,0.1,51,94,11.8,2026-09-26,13,Saturday,True,-5.300000000000001,False,Light drizzle
Davao City,2026-09-26 14:00:00,7.0650263,125.574326,Asia/Manila,28.5,79,33.2,78,0.2,0.1,51,95,11.9,2026-09-26,14,Saturday,True,-4.700000000000003,False,Light drizzle
Davao City,2026-09-26 15:00:00,7.0650263,125.574326,Asia/Manila,28.4,79,33.2,81,0.1,0.1,51,96,11.0,2026-09-26,15,Saturday,True,-4.800000000000004,False,Light drizzle
Davao City,2026-09-26 16:00:00,7.0650263,125.574326,Asia/Manila,28.1,80,33.1,83,0.1,0.1,51,97,8.9,2026-09-26,16,Saturday,True,-5.0,False,Light drizzle
Davao City,2026-09-26 17:00:00,7.0650263,125.574326,Asia/Manila,27.6,82,32.9,84,0.1,0.1,51,98,6.5,2026-09-26,17,Saturday,True,-5.299999999999997,False,Light drizzle
Davao City,2026-09-26 18:00:00,7.0650263,125.574326,Asia/Manila,27.0,85,32.7,84,0.1,0.1,51,99,4.2,2026-09-26,18,Saturday,True,-5.700000000000003,False,Light drizzle
Davao City,2026-09-26 19:00:00,7.0650263,125.574326,Asia/Manila,26.5,87,32.2,84,0.1,0.1,51,100,3.3,2026-09-26,19,Saturday,True,-5.700000000000003,False,Light drizzle
Davao City,2026-09-26 20:00:00,7.0650263,125.574326,Asia/Manila,26.1,89,31.8,82,0.1,0.1,51,100,3.7,2026-09-26,20,Saturday,True,-5.699999999999999,False,Light drizzle
Davao City,2026-09-26 21:00:00,7.0650263,125.574326,Asia/Manila,25.8,90,31.3,79,0.0,0.0,3,100,4.4,2026-09-26,21,Saturday,False,-5.5,False,Overcast
Davao City,2026-09-26 22:00:00,7.0650263,125.574326,Asia/Manila,25.6,91,31.0,74,0.0,0.0,3,100,4.8,2026-09-26,22,Saturday,False,-5.399999999999999,False,Overcast
Davao City,2026-09-26 23:00:00,7.0650263,125.574326,Asia/Manila,25.3,92,30.7,69,0.0,0.0,3,100,5.2,2026-09-26,23,Saturday,False,-5.399999999999999,False,Overcast
Pasig City,2026-09-20 00:00:00,14.586995,121.08635,Asia/Manila,25.1,99,31.3,65,0.1,0.1,51,34,2.6,2026-09-20,0,Sunday,True,-6.199999999999999,False,Light drizzle
Pasig City,2026-09-20 01:00:00,14.586995,121.08635,Asia/Manila,24.9,99,30.6,51,0.0,0.0,2,50,5.2,2026-09-20,1,Sunday,False,-5.700000000000003,False,Partly cloudy
Pasig City,2026-09-20 02:00:00,14.586995,121.08635,Asia/Manila,25.2,99,31.3,39,0.0,0.0,2,65,4.1,2026-09-20,2,Sunday,False,-6.100000000000001,False,Partly cloudy
Pasig City,2026-09-20 03:00:00,14.586995,121.08635,Asia/Manila,24.8,100,30.7,30,0.0,0.0,2,69,4.5,2026-09-20,3,Sunday,False,-5.899999999999999,False,Partly cloudy
Pasig City,2026-09-20 04:00:00,14.586995,121.08635,Asia/Manila,24.6,100,30.4,24,0.0,0.0,3,100,4.0,2026-09-20,4,Sunday,False,-5.799999999999997,False,Overcast
Pasig City,2026-09-20 05:00:00,14.586995,121.08635,Asia/Manila,24.4,100,30.3,18,0.0,0.0,3,100,3.0,2026-09-20,5,Sunday,False,-5.900000000000002,False,Overcast
Pasig City,2026-09-20 06:00:00,14.586995,121.08635,Asia/Manila,24.5,98,30.4,13,0.0,0.0,3,89,2.5,2026-09-20,6,Sunday,False,-5.899999999999999,False,Overcast
Pasig City,2026-09-20 07:00:00,14.586995,121.08635,Asia/Manila,25.5,95,31.8,10,0.0,0.0,3,92,1.4,2026-09-20,7,Sunday,False,-6.300000000000001,False,Overcast
Pasig City,2026-09-20 08:00:00,14.586995,121.08635,Asia/Manila,27.3,89,34.0,8,0.0,0.0,3,90,1.2,2026-09-20,8,Sunday,False,-6.699999999999999,False,Overcast
Pasig City,2026-09-20 09:00:00,14.586995,121.08635,Asia/Manila,29.2,78,35.7,7,0.0,0.0,3,100,1.7,2026-09-20,9,Sunday,False,-6.5000000000000036,False,Overcast
Pasig City,2026-09-20 10:00:00,14.586995,121.08635,Asia/Manila,30.5,73,38.1,7,0.1,0.0,51,97,2.3,2026-09-20,10,Sunday,True,-7.600000000000001,False,Light drizzle
Pasig City,2026-09-20 11:00:00,14.586995,121.08635,Asia/Manila,31.3,71,39.5,8,0.1,0.0,51,96,4.4,2026-09-20,11,Sunday,True,-8.2,False,Light drizzle
Pasig City,2026-09-20 12:00:00,14.586995,121.08635,Asia/Manila,31.7,68,39.5,10,0.1,0.0,51,94,6.1,2026-09-20,12,Sunday,True,-7.800000000000001,False,Light drizzle
Pasig City,2026-09-20 13:00:00,14.586995,121.08635,Asia/Manila,32.0,65,39.8,12,0.1,0.0,51,88,6.1,2026-09-20,13,Sunday,True,-7.799999999999997,False,Light drizzle
Pasig City,2026-09-20 14:00:00,14.586995,121.08635,Asia/Manila,32.0,62,38.3,14,0.0,0.0,3,88,7.1,2026-09-20,14,Sunday,False,-6.299999999999997,False,Overcast
Pasig City,2026-09-20 15:00:00,14.586995,121.08635,Asia/Manila,31.5,59,35.9,14,0.6,0.1,53,95,9.1,2026-09-20,15,Sunday,True,-4.399999999999999,False,Moderate drizzle
Pasig City,2026-09-20 16:00:00,14.586995,121.08635,Asia/Manila,30.0,68,34.6,15,0.4,0.0,51,99,8.4,2026-09-20,16,Sunday,True,-4.600000000000001,False,Light drizzle
Pasig City,2026-09-20 17:00:00,14.586995,121.08635,Asia/Manila,29.5,74,34.8,20,0.1,0.1,51,97,7.0,2026-09-20,17,Sunday,True,-5.299999999999997,False,Light drizzle
Pasig City,2026-09-20 18:00:00,14.586995,121.08635,Asia/Manila,28.5,79,34.0,35,0.3,0.1,51,98,6.4,2026-09-20,18,Sunday,True,-5.5,False,Light drizzle
Pasig City,2026-09-20 19:00:00,14.586995,121.08635,Asia/Manila,27.6,85,33.5,54,0.2,0.1,51,98,4.6,2026-09-20,19,Sunday,True,-5.899999999999999,False,Light drizzle
Pasig City,2026-09-20 20:00:00,14.586995,121.08635,Asia/Manila,27.0,90,33.3,67,0.4,0.2,51,98,4.6,2026-09-20,20,Sunday,True,-6.299999999999997,False,Light drizzle
Pasig City,2026-09-20 21:00:00,14.586995,121.08635,Asia/Manila,26.6,93,32.8,67,0.0,0.0,3,95,5.4,2026-09-20,21,Sunday,False,-6.199999999999996,False,Overcast
Pasig City,2026-09-20 22:00:00,14.586995,121.08635,Asia/Manila,26.4,93,32.6,61,0.0,0.0,3,94,4.9,2026-09-20,22,Sunday,False,-6.200000000000003,False,Overcast
Pasig City,2026-09-20 23:00:00,14.586995,121.08635,Asia/Manila,26.2,94,32.5,55,0.0,0.0,2,55,3.1,2026-09-20,23,Sunday,False,-6.300000000000001,False,Partly cloudy
Pasig City,2026-09-21 00:00:00,14.586995,121.08635,Asia/Manila,25.9,95,32.1,53,0.0,0.0,1,21,3.9,2026-09-21,0,Monday,False,-6.200000000000003,False,Mainly clear
Pasig City,2026-09-21 01:00:00,14.586995,121.08635,Asia/Manila,25.6,96,31.7,52,0.0,0.0,0,17,3.6,2026-09-21,1,Monday,False,-6.099999999999998,False,Clear sky
Pasig City,2026-09-21 02:00:00,14.586995,121.08635,Asia/Manila,25.4,95,31.3,51,0.0,0.0,1,23,3.9,2026-09-21,2,Monday,False,-5.900000000000002,False,Mainly clear
Pasig City,2026-09-21 03:00:00,14.586995,121.08635,Asia/Manila,25.4,94,31.2,52,0.0,0.0,1,23,2.7,2026-09-21,3,Monday,False,-5.800000000000001,False,Mainly clear
Pasig City,2026-09-21 04:00:00,14.586995,121.08635,Asia/Manila,25.1,95,30.6,54,0.0,0.0,1,45,4.7,2026-09-21,4,Monday,False,-5.5,False,Mainly clear
Pasig City,2026-09-21 05:00:00,14.586995,121.08635,Asia/Manila,25.1,94,30.4,53,0.1,0.1,51,56,5.0,2026-09-21,5,Monday,True,-5.299999999999997,False,Light drizzle
Pasig City,2026-09-21 06:00:00,14.586995,121.08635,Asia/Manila,25.2,93,30.9,45,0.0,0.0,2,70,1.8,2026-09-21,6,Monday,False,-5.699999999999999,False,Partly cloudy
Pasig City,2026-09-21 07:00:00,14.586995,121.08635,Asia/Manila,25.8,90,31.8,34,0.0,0.0,3,88,1.0,2026-09-21,7,Monday,False,-6.0,False,Overcast
Pasig City,2026-09-21 08:00:00,14.586995,121.08635,Asia/Manila,27.3,83,33.0,25,0.0,0.0,3,84,2.7,2026-09-21,8,Monday,False,-5.699999999999999,False,Overcast
Pasig City,2026-09-21 09:00:00,14.586995,121.08635,Asia/Manila,28.6,76,34.0,20,0.2,0.1,51,52,4.5,2026-09-21,9,Monday,True,-5.399999999999999,False,Light drizzle
Pasig City,2026-09-21 10:00:00,14.586995,121.08635,Asia/Manila,30.0,70,36.2,16,0.1,0.1,51,39,6.3,2026-09-21,10,Monday,True,-6.200000000000003,False,Light drizzle
Pasig City,2026-09-21 11:00:00,14.586995,121.08635,Asia/Manila,30.6,69,37.8,16,0.1,0.1,51,48,7.4,2026-09-21,11,Monday,True,-7.199999999999996,False,Light drizzle
Pasig City,2026-09-21 12:00:00,14.586995,121.08635,Asia/Manila,30.9,62,37.3,19,0.4,0.0,51,78,9.0,2026-09-21,12,Monday,True,-6.399999999999999,False,Light drizzle
Pasig City,2026-09-21 13:00:00,14.586995,121.08635,Asia/Manila,30.6,67,37.3,25,0.9,0.4,53,90,9.0,2026-09-21,13,Monday,True,-6.699999999999996,False,Moderate drizzle
Pasig City,2026-09-21 14:00:00,14.586995,121.08635,Asia/Manila,29.2,73,35.5,35,0.8,0.1,53,98,8.5,2026-09-21,14,Monday,True,-6.300000000000001,False,Moderate drizzle
Pasig City,2026-09-21 15:00:00,14.586995,121.08635,Asia/Manila,29.5,77,35.3,53,0.8,0.2,95,97,6.8,2026-09-21,15,Monday,True,-5.799999999999997,False,Thunderstorm
Pasig City,2026-09-21 16:00:00,14.586995,121.08635,Asia/Manila,29.5,77,34.7,76,0.2,0.1,51,98,10.5,2026-09-21,16,Monday,True,-5.200000000000003,False,Light drizzle
Pasig City,2026-09-21 17:00:00,14.586995,121.08635,Asia/Manila,26.6,90,32.6,92,3.1,0.3,95,100,3.5,2026-09-21,17,Monday,True,-6.0,False,Thunderstorm
Pasig City,2026-09-21 18:00:00,14.586995,121.08635,Asia/Manila,25.8,87,31.5,99,1.4,0.7,80,93,0.6,2026-09-21,18,Monday,True,-5.699999999999999,False,Slight rain showers
Pasig City,2026-09-21 19:00:00,14.586995,121.08635,Asia/Manila,25.7,93,31.5,100,0.8,0.5,53,88,4.0,2026-09-21,19,Monday,True,-5.800000000000001,False,Moderate drizzle
Pasig City,2026-09-21 20:00:00,14.586995,121.08635,Asia/Manila,25.6,95,31.8,96,0.0,0.0,1,44,2.0,2026-09-21,20,Monday,False,-6.199999999999999,False,Mainly clear
Pasig City,2026-09-21 21:00:00,14.586995,121.08635,Asia/Manila,25.7,93,31.7,85,0.0,0.0,2,51,3.1,2026-09-21,21,Monday,False,-6.0,False,Partly cloudy
Pasig City,2026-09-21 22:00:00,14.586995,121.08635,Asia/Manila,25.7,93,31.9,70,0.0,0.0,1,36,1.5,2026-09-21,22,Monday,False,-6.199999999999999,False,Mainly clear
Pasig City,2026-09-21 23:00:00,14.586995,121.08635,Asia/Manila,25.6,94,31.9,57,0.0,0.0,1,24,0.9,2026-09-21,23,Monday,False,-6.299999999999997,False,Mainly clear
Pasig City,2026-09-22 00:00:00,14.586995,121.08635,Asia/Manila,25.5,95,31.6,48,0.0,0.0,0,10,2.4,2026-09-22,0,Tuesday,False,-6.100000000000001,False,Clear sky
Pasig City,2026-09-22 01:00:00,14.586995,121.08635,Asia/Manila,25.1,98,31.3,42,0.0,0.0,0,16,2.6,2026-09-22,1,Tuesday,False,-6.199999999999999,False,Clear sky
Pasig City,2026-09-22 02:00:00,14.586995,121.08635,Asia/Manila,25.0,99,31.1,37,0.0,0.0,3,100,3.1,2026-09-22,2,Tuesday,False,-6.100000000000001,False,Overcast
Pasig City,2026-09-22 03:00:00,14.586995,121.08635,Asia/Manila,24.8,97,30.6,34,0.0,0.0,2,52,3.8,2026-09-22,3,Tuesday,False,-5.800000000000001,False,Partly cloudy
Pasig City,2026-09-22 04:00:00,14.586995,121.08635,Asia/Manila,24.7,96,30.3,34,0.0,0.0,1,35,3.2,2026-09-22,4,Tuesday,False,-5.600000000000001,False,Mainly clear
Pasig City,2026-09-22 05:00:00,14.586995,121.08635,Asia/Manila,24.4,97,30.0,33,0.0,0.0,1,41,2.8,2026-09-22,5,Tuesday,False,-5.600000000000001,False,Mainly clear
Pasig City,2026-09-22 06:00:00,14.586995,121.08635,Asia/Manila,24.4,97,29.9,32,0.0,0.0,2,52,3.5,2026-09-22,6,Tuesday,False,-5.5,False,Partly cloudy
Pasig City,2026-09-22 07:00:00,14.586995,121.08635,Asia/Manila,25.3,93,31.0,31,0.0,0.0,2,56,2.7,2026-09-22,7,Tuesday,False,-5.699999999999999,False,Partly cloudy
Pasig City,2026-09-22 08:00:00,14.586995,121.08635,Asia/Manila,27.0,84,32.9,31,0.0,0.0,2,76,2.1,2026-09-22,8,Tuesday,False,-5.899999999999999,False,Partly cloudy
Pasig City,2026-09-22 09:00:00,14.586995,121.08635,Asia/Manila,28.5,79,34.2,34,0.0,0.0,3,98,4.4,2026-09-22,9,Tuesday,False,-5.700000000000003,False,Overcast
Pasig City,2026-09-22 10:00:00,14.586995,121.08635,Asia/Manila,29.3,77,36.2,37,0.1,0.0,51,99,3.8,2026-09-22,10,Tuesday,True,-6.900000000000002,False,Light drizzle
Pasig City,2026-09-22 11:00:00,14.586995,121.08635,Asia/Manila,30.3,73,38.1,39,0.0,0.0,3,100,4.3,2026-09-22,11,Tuesday,False,-7.800000000000001,False,Overcast
Pasig City,2026-09-22 12:00:00,14.586995,121.08635,Asia/Manila,30.9,71,38.6,34,0.0,0.0,3,100,5.3,2026-09-22,12,Tuesday,False,-7.700000000000003,False,Overcast
Pasig City,2026-09-22 13:00:00,14.586995,121.08635,Asia/Manila,31.0,71,38.7,28,0.0,0.0,3,100,7.6,2026-09-22,13,Tuesday,False,-7.700000000000003,False,Overcast
Pasig City,2026-09-22 14:00:00,14.586995,121.08635,Asia/Manila,28.9,79,35.1,29,2.7,0.0,96,98,8.7,2026-09-22,14,Tuesday,True,-6.200000000000003,False,Thunderstorm with hail
Pasig City,2026-09-22 15:00:00,14.586995,121.08635,Asia/Manila,28.2,80,33.3,46,1.8,1.0,80,62,8.3,2026-09-22,15,Tuesday,True,-5.099999999999998,False,Slight rain showers
Pasig City,2026-09-22 16:00:00,14.586995,121.08635,Asia/Manila,26.5,84,31.7,71,0.7,0.5,53,85,4.5,2026-09-22,16,Tuesday,True,-5.199999999999999,False,Moderate drizzle
Pasig City,2026-09-22 17:00:00,14.586995,121.08635,Asia/Manila,27.1,82,32.4,90,1.5,0.9,80,98,4.5,2026-09-22,17,Tuesday,True,-5.299999999999997,False,Slight rain showers
Pasig City,2026-09-22 18:00:00,14.586995,121.08635,Asia/Manila,26.1,88,31.2,98,0.1,0.1,51,95,6.6,2026-09-22,18,Tuesday,True,-5.099999999999998,False,Light drizzle
Pasig City,2026-09-22 19:00:00,14.586995,121.08635,Asia/Manila,25.1,92,30.8,99,1.4,0.0,80,99,1.7,2026-09-22,19,Tuesday,True,-5.699999999999999,False,Slight rain showers
Pasig City,2026-09-22 20:00:00,14.586995,121.08635,Asia/Manila,24.7,96,30.3,94,3.4,0.7,95,77,3.5,2026-09-22,20,Tuesday,True,-5.600000000000001,False,Thunderstorm
Pasig City,2026-09-22 21:00:00,14.586995,121.08635,Asia/Manila,24.7,95,30.5,79,1.0,0.8,55,66,0.4,2026-09-22,21,Tuesday,True,-5.800000000000001,False,Dense drizzle
Pasig City,2026-09-22 22:00:00,14.586995,121.08635,Asia/Manila,24.6,97,30.3,57,0.8,0.5,53,76,2.8,2026-09-22,22,Tuesday,True,-5.699999999999999,False,Moderate drizzle
Pasig City,2026-09-22 23:00:00,14.586995,121.08635,Asia/Manila,24.6,97,30.5,39,0.3,0.3,51,41,1.3,2026-09-22,23,Tuesday,True,-5.899999999999999,False,Light drizzle
Pasig City,2026-09-23 00:00:00,14.586995,121.08635,Asia/Manila,24.4,99,30.1,28,0.0,0.0,1,45,3.3,2026-09-23,0,Wednesday,False,-5.700000000000003,False,Mainly clear
Pasig City,2026-09-23 01:00:00,14.586995,121.08635,Asia/Manila,24.3,98,30.1,20,0.0,0.0,2,66,2.2,2026-09-23,1,Wednesday,False,-5.800000000000001,False,Partly cloudy
Pasig City,2026-09-23 02:00:00,14.586995,121.08635,Asia/Manila,24.3,99,30.5,14,0.0,0.0,1,45,0.2,2026-09-23,2,Wednesday,False,-6.199999999999999,False,Mainly clear
Pasig City,2026-09-23 03:00:00,14.586995,121.08635,Asia/Manila,24.3,99,30.0,10,0.0,0.0,3,99,3.2,2026-09-23,3,Wednesday,False,-5.699999999999999,False,Overcast
Pasig City,2026-09-23 04:00:00,14.586995,121.08635,Asia/Manila,24.1,97,29.4,8,0.0,0.0,2,50,3.2,2026-09-23,4,Wednesday,False,-5.299999999999997,False,Partly cloudy
Pasig City,2026-09-23 05:00:00,14.586995,121.08635,Asia/Manila,23.9,96,29.2,6,0.0,0.0,2,53,2.5,2026-09-23,5,Wednesday,False,-5.300000000000001,False,Partly cloudy
Pasig City,2026-09-23 06:00:00,14.586995,121.08635,Asia/Manila,23.8,95,28.7,3,0.0,0.0,2,54,3.9,2026-09-23,6,Wednesday,False,-4.899999999999999,False,Partly cloudy
Pasig City,2026-09-23 07:00:00,14.586995,121.08635,Asia/Manila,24.9,92,30.4,1,0.0,0.0,1,34,2.3,2026-09-23,7,Wednesday,False,-5.5,False,Mainly clear
Pasig City,2026-09-23 08:00:00,14.586995,121.08635,Asia/Manila,26.9,83,32.8,0,0.0,0.0,0,12,0.3,2026-09-23,8,Wednesday,False,-5.899999999999999,False,Clear sky
Pasig City,2026-09-23 09:00:00,14.586995,121.08635,Asia/Manila,28.6,76,34.5,0,0.0,0.0,0,12,2.2,2026-09-23,9,Wednesday,False,-5.899999999999999,False,Clear sky
Pasig City,2026-09-23 10:00:00,14.586995,121.08635,Asia/Manila,30.0,69,36.5,2,0.0,0.0,1,29,4.6,2026-09-23,10,Wednesday,False,-6.5,False,Mainly clear
Pasig City,2026-09-23 11:00:00,14.586995,121.08635,Asia/Manila,30.8,67,38.0,6,0.4,0.2,51,41,4.5,2026-09-23,11,Wednesday,True,-7.199999999999999,False,Light drizzle
Pasig City,2026-09-23 12:00:00,14.586995,121.08635,Asia/Manila,31.4,68,39.8,12,0.2,0.1,51,24,3.1,2026-09-23,12,Wednesday,True,-8.399999999999999,False,Light drizzle
Pasig City,2026-09-23 13:00:00,14.586995,121.08635,Asia/Manila,31.8,68,39.6,19,0.0,0.0,2,52,5.7,2026-09-23,13,Wednesday,False,-7.800000000000001,False,Partly cloudy
Pasig City,2026-09-23 14:00:00,14.586995,121.08635,Asia/Manila,30.5,72,37.6,31,0.1,0.0,51,100,4.7,2026-09-23,14,Wednesday,True,-7.100000000000001,False,Light drizzle
Pasig City,2026-09-23 15:00:00,14.586995,121.08635,Asia/Manila,26.2,83,29.9,51,2.6,0.4,95,100,12.4,2026-09-23,15,Wednesday,True,-3.6999999999999993,False,Thunderstorm
Pasig City,2026-09-23 16:00:00,14.586995,121.08635,Asia/Manila,25.4,89,29.9,75,3.1,0.1,95,100,8.1,2026-09-23,16,Wednesday,True,-4.5,False,Thunderstorm
Pasig City,2026-09-23 17:00:00,14.586995,121.08635,Asia/Manila,24.7,94,30.3,92,3.7,0.0,95,96,1.5,2026-09-23,17,Wednesday,True,-5.600000000000001,False,Thunderstorm
Pasig City,2026-09-23 18:00:00,14.586995,121.08635,Asia/Manila,24.2,96,29.4,98,3.0,0.6,95,100,3.7,2026-09-23,18,Wednesday,True,-5.199999999999999,False,Thunderstorm
Pasig City,2026-09-23 19:00:00,14.586995,121.08635,Asia/Manila,24.2,98,30.0,97,2.0,0.6,80,91,1.1,2026-09-23,19,Wednesday,True,-5.800000000000001,False,Slight rain showers
